id	arm	review	part	severity	target	file	title	what_is_wrong
F0001	W23	7	a	Minor	(other)	`app/db` — `session_scope` (not contained in this change)	question — is `session_scope` a commit-and-close unit of work?	several findings above (detached instances, transaction boundaries, the swallowed `IntegrityError`) rest on `session_scope` committing and closing on block exit, which this diff uses that way but does not define.
F0002	W	3	c	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `list_deliveries`, `.filter(WebhookDelivery.endpoint_id == endpoint_id)`	Delivery listing is not scoped to the caller's organization	The query filters on the path parameter alone and never joins to `WebhookEndpoint.org_id == user.org_id`, unlike the sibling `list_webhook_endpoints` immediately above it which does filter on `org_id` — the tenancy predicate present two functions up was not propagated (R3).
F0003	W	3	c	Critical	app/api/routes/settings.py	"`app/api/routes/settings.py` — `create_webhook_endpoint`, `parsed.scheme.startswith(""http"") or not parsed.netloc`"	Endpoint URL is user-controlled and unrestricted — server-side request forgery	The only check on a customer-supplied delivery URL is that its scheme starts with `http` and its netloc is non-empty, so `http://169.254.169.254/latest/meta-data/`, `http://10.0.0.5:6379/`, or `httpfoo://…` all pass, and `run_worker` then POSTs to them from inside the network with `follow_redirects=True` (`app/webhooks/delivery.py`).
F0004	W	3	c	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `create_webhook_endpoint`, `list_webhook_endpoints`, `list_deliveries`	Is there a shared rate limiter these routes should adopt?	None of the three new routes carries a rate-limit dependency (RS2), but neither do the pre-existing `get_profile` and `list_api_keys` in the same file, so the change gives no evidence a per-route limiter is the convention here rather than middleware applied at the app level.
F0005	W	3	c	Minor	app/api/routes/settings.py	`app/api/routes/settings.py` — `EndpointIn`	No length or shape bound on the registration body	`url` is an unbounded `str` and `event_types` an unbounded `list[str]` with no per-item constraints, so a single request can store a multi-megabyte URL or a list of a million strings in `JSONB`.
F0006	W23	3	c	Critical	app/api/routes/settings.py	"`app/api/routes/settings.py` — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`"	SSRF — URL validation accepts non-HTTPS and internal targets, and the client follows redirects	"`scheme.startswith(""http"")` admits `http`, `httpx`, `http+unix` and anything else with that prefix (the docs claim only `https://` is accepted), and nothing rejects loopback, link-local or RFC1918 hosts, while `follow_redirects=True` means even a host that passed validation can bounce the request to an internal address."
F0007	W12	7	b	Critical	app/api/routes/settings.py	app/api/routes/settings.py — `create_webhook_endpoint`; app/webhooks/delivery.py — `run_worker` (`follow_redirects=True`) and `_finish` (`row.response_body = detail`)	SSRF — arbitrary user-supplied URLs are fetched with redirect following, and the response body is stored and readable	"The only validation is `parsed.scheme.startswith(""http"") and parsed.netloc`, which admits `http://`, `http://169.254.169.254/`, `http://127.0.0.1:6379/`, `http://[::1]/` and even `http+unix://`, and the worker then POSTs to it from inside the production network with `follow_redirects=True`, storing `response.text` where the caller can retrieve the status via the deliveries endpoint (RS3: an unvalidated externally-supplied value reaching an interpreter — here the HTTP client)."
F0008	W	8	c	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `create_webhook_endpoint` URL check; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`	SSRF — customer-supplied URLs are neither restricted to https nor to external hosts, and redirects are followed	"the guard is `parsed.scheme.startswith(""http"") and parsed.netloc`, which admits `http://`, admits any scheme whose name merely begins with those four letters (`httpz://`), and applies no restriction on the destination host, while the delivery client follows redirects so even a validated host can bounce the request onward."
F0009	W2	5	c	Critical	app/api/routes/settings.py	`app/api/routes/settings.py` — `create_webhook_endpoint` URL check; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`	SSRF — plaintext and internal-network URLs are accepted and redirects are followed	"the only check is `parsed.scheme.startswith(""http"") and parsed.netloc`, which admits `http://`, admits any scheme merely prefixed with `http`, and applies no host restriction, while the delivery client follows redirects — so a registered endpoint can point at, or redirect to, `http://169.254.169.254/`, `http://localhost:6379/`, or an internal admin service, and `docs/webhooks.md` claims ""Only `https://` URLs are accepted""."
F0010	W2	1	c	Critical	app/api/routes/settings.py	"`app/api/routes/settings.py` — `create_webhook_endpoint()`, `if not parsed.scheme.startswith(""http"") or not parsed.netloc`; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`"	URL validation accepts non-HTTPS and internal targets, and the client follows redirects — SSRF	"the guard adjudicates the notation of the URL rather than consulting the resolver that gives it meaning (R47) — `startswith(""http"")` admits `http`, and any other scheme whose spelling begins with those four characters — while `docs/webhooks.md` states ""Only `https://` URLs are accepted""; nothing restricts the host, and `follow_redirects=True` means even a legitimate public HTTPS endpoint can 302 the worker into the internal network."
F0011	W2	7	b	Critical	app/api/routes/settings.py	"`app/api/routes/settings.py` — `create_webhook_endpoint`, `if not parsed.scheme.startswith(""http"")`; `app/webhooks/delivery.py` — `httpx.AsyncClient(..., follow_redirects=True)`"	URL validation admits non-HTTPS and internal targets, and redirects are followed	"`scheme.startswith(""http"")` accepts `http`, and also any scheme merely beginning with those four letters, there is no host policy at all, and the delivery client follows redirects — while `docs/webhooks.md` claims ""Only `https://` URLs are accepted"" (RS3, escalated: an unvalidated boundary value reaches an outbound-request sink)."
